taxon,lineage,probability,pangoLEARN_version,status,note
_ERR4363387_0_1111111111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-3.865718_1112111111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-7.976639_1111111112,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-8.09366_1121111111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-8.680708_1211111111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-9.29336_2111111111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-9.376795_1111111121,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-9.464932_1111211111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-9.466682_1111112111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-9.467159_1111111211,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-9.470373_1111121111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-11.842357_1112111112,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-11.959378_1122111111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-12.546426_1212111111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-13.159078_2112111111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-13.242514_1112111121,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-13.33065_1112211111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-13.3324_1112112111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-13.332877_1112111211,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-13.336091_1112121111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-16.070299_1121111112,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-16.657347_1211111112,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-16.774368_1221111111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-17.269999_2111111112,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-17.353435_1111111122,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-17.38702_2121111111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-17.441571_1111211112,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-17.443321_1111112112,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-17.443798_1111111212,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-17.447012_1111121112,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-17.470456_1121111121,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-17.558592_1121211111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-17.560342_1121112111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-17.560819_1121111211,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-17.564033_1121121111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-17.974068_2211111111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-18.057503_1211111121,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-18.14564_1211211111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-18.14739_1211112111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-18.147866_1211111211,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-18.151081_1211121111,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4363387_-18.670155_2111111121,B.1.222,1.0,2021-02-21,passed_qc,
