taxon,lineage,probability,pangoLEARN_version,status,note
_ERR5081301_0_111111111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-7.144809_121111111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-7.21712_111111112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-7.552539_112111111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-7.806321_111111211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-7.956724_211111111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-8.744655_111112111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-8.772561_111211111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-8.966131_111111111121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-9.773991_111111111112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-9.780485_111111121111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-9.886395_111121111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-10.308853_111111111211,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-14.361928_121111112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-14.697347_122111111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-14.769658_112111112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-14.951129_121111211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-15.02344_111111212111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-15.101532_221111111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-15.173843_211111112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-15.358859_112111211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-15.509262_212111111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-15.763044_211111211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-15.889463_121112111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-15.91737_121211111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-15.961774_111112112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-15.989681_111211112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-16.11094_121111111121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-16.183251_111111112121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-16.297193_112112111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-16.3251_112211111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-16.51867_112111111121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-16.550975_111112211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-16.578882_111211211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-16.701378_211112111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-16.729285_211211111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-16.772452_111111211121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-16.918799_121111111112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-16.922855_211111111121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-16.925293_121111121111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-16.99111_111111112112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-16.997604_111111122111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-17.031204_121121111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-17.103515_111121112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-17.326529_112111111112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-17.333023_112111121111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-17.438934_112121111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-17.453661_121111111211,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-17.517216_111212111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-17.525972_111111112211,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-17.580311_111111211112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-17.586805_111111221111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-17.692716_111121211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-17.710786_111112111121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-17.730714_211111111112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-17.737209_211111121111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-17.738692_111211111121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-17.843119_211121111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-17.861391_112111111211,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-18.115173_111111211211,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-18.265576_211111111211,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-18.518645_111112111112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-18.525139_111112121111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-18.546552_111211111112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-18.553046_111211121111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-18.63105_111122111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-18.658956_111221111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-18.740122_111111111122,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-18.746616_111111121121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-18.852526_111121111121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-19.053507_111112111211,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-19.081414_111211111211,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-19.274984_111111111221,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-19.554475_111111121112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-19.660386_111121111112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-19.66688_111121121111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-20.082843_111111111212,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-20.089337_111111121211,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-20.195248_111121111211,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-21.914467_122111112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-22.168249_121111212111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-22.318652_221111112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-22.503668_122111211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-22.575979_112111212111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-22.654071_222111111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-22.726382_212111112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-22.907853_221111211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-22.980164_211111212111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.106583_121112112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.13449_121211112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.315583_212111211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.32806_121111112121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.442002_122112111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.469909_122211111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.514313_112112112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.54222_112211112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.663479_122111111121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.695784_121112211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.72369_121211211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.73579_112111112121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.768095_111112212111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.796001_111211212111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.846187_221112111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.874094_221211111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.91726_121111211121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.918498_211112112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.946405_211211112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-23.989571_111111212121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.067664_221111111121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.103514_112112211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.13142_112211211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.135919_121111112112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.139975_211111112121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.142413_121111122111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.248324_121121112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.253917_212112111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.281824_212211111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.32499_112111211121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.471338_122111111112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.475394_212111111121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.477832_122111121111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.507699_211112211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.535605_211211211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.543649_112111112112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.550143_112111122111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.583743_122121111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.656054_112121112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.662025_121212111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.670781_121111112211,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.72512_121111211112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.729175_211111211121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.731614_121111221111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.734335_111212112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.797431_111111212112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.803925_111111222111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.837525_121121211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.855594_121112111121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.875523_221111111112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.882017_221111121111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.883501_121211111121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.909836_111121212111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.927905_111112112121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.947834_211111112112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.954328_211111122111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.955812_111211112121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-24.987928_221121111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.0062_122111111211,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.060239_211121112111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.069755_112212111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.078511_112111112211,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.13285_112111211112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.139344_112111221111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.245255_112121211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.259982_121111211211,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.263325_112112111121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.283253_212111111112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.289747_212111121111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.291231_112211111121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.323536_111212211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.332293_111111212211,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.395658_212121111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.410385_221111111211,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.47394_211212111111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.482696_211111112211,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.517106_111112211121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.537035_211111211112,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.543529_211111221111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.545013_111211211121,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.64944_211121211111,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5081301_-25.663454_121112111112,B.1.177,1.0,2021-02-21,passed_qc,
