taxon,lineage,probability,pangoLEARN_version,status,note
_SRR13021035_0_1111111111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-0.935861_1111111211,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-1.16918_1111121111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-1.318645_2111111111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-1.504092_1111112111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-1.536117_1111111121,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-1.550559_1111111112,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-1.745155_1121111111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-1.899074_1111211111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-1.929692_1112111111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-2.10504_1111121211,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-2.160672_1211111111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-2.254506_2111111211,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-2.439953_1111112211,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-2.471977_1111111221,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-2.48642_1111111212,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-2.487825_2111121111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-2.673272_1111122111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-2.681016_1121111211,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-2.705297_1111121121,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-2.719739_1111121112,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-2.822738_2111112111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-2.834934_1111211211,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-2.854762_2111111121,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-2.865552_1112111211,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-2.869204_2111111112,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-2.914335_1121121111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.040209_1111112121,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.054651_1111112112,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.063801_2121111111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.068254_1111221111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.086676_1111111122,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.096533_1211111211,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.098872_1112121111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.217719_2111211111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.248337_2112111111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.249248_1121112111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.281272_1121111121,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.295714_1121111112,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.329852_1211121111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.403166_1111212111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.423686_2111121211,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.433784_1112112111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.435191_1111211121,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.449633_1111211112,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.465809_1112111121,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.479318_2211111111,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.480251_1112111112,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035_-3.609133_1111122211,A.2.2,1.0,2021-02-21,passed_qc,
