taxon,lineage,probability,pangoLEARN_version,status,note
_ERR4892339.0,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.1,B.1.177.23,1.0,2021-02-21,passed_qc,
_ERR4892339.2,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.3,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.4,B.1.177.6,1.0,2021-02-21,passed_qc,
_ERR4892339.5,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.6,B.1.177.23,1.0,2021-02-21,passed_qc,
_ERR4892339.7,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.8,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.9,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.10,B.1.177.6,1.0,2021-02-21,passed_qc,
_ERR4892339.11,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.12,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.13,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.14,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.15,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.16,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.17,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.18,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.19,B.1.177.23,1.0,2021-02-21,passed_qc,
_ERR4892339.20,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.21,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.22,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.23,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.24,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.25,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.26,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.27,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.28,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.29,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.30,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.31,B.1.177.23,1.0,2021-02-21,passed_qc,
_ERR4892339.32,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.33,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.34,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.35,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.36,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.37,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.38,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.39,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.40,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.41,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.42,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.43,B.1.177.23,1.0,2021-02-21,passed_qc,
_ERR4892339.44,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.45,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.46,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.47,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.48,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.49,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.50,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.51,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.52,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.53,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.54,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.55,B.1.177.27,1.0,2021-02-21,passed_qc,
_ERR4892339.56,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.57,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.58,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.59,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.60,B.1.177.23,1.0,2021-02-21,passed_qc,
_ERR4892339.61,B.1.177.6,1.0,2021-02-21,passed_qc,
_ERR4892339.62,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.63,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.64,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.65,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.66,B.1.177.6,1.0,2021-02-21,passed_qc,
_ERR4892339.67,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.68,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.69,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.70,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.71,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.72,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.73,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.74,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.75,B.1.177.23,1.0,2021-02-21,passed_qc,
_ERR4892339.76,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.77,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.78,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.79,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.80,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.81,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.82,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.83,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.84,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.85,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.86,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.87,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.88,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.89,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.90,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.91,B.1.177.24,1.0,2021-02-21,passed_qc,
_ERR4892339.92,B.1.177.24,1.0,2021-02-21,passed_qc,
_ERR4892339.93,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.94,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4892339.95,B.1.177.6,1.0,2021-02-21,passed_qc,
