taxon,lineage,probability,pangoLEARN_version,status,note
_ERR4693061.1,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.2,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.3,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.4,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.5,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.6,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.7,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.8,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.9,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.10,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.11,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.12,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.13,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.14,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.15,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.16,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.17,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.18,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.19,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.20,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.21,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.22,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.23,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.24,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.25,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.26,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.27,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.28,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.29,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.30,B.23,1.0,2020-10-30,passed_qc,
_ERR4693061.31,B.23,1.0,2020-10-30,passed_qc,
