taxon,lineage,probability,pangoLEARN_version,status,note
_ERR4869497.0,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.1,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.2,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.3,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.4,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.5,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.6,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.7,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.8,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.9,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.10,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.11,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.12,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.13,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.14,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.15,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.16,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.17,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.18,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.19,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.20,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.21,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.22,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.23,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.24,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.25,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.26,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.27,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.28,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.29,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.30,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.31,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.32,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.33,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.34,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.35,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.36,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.37,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.38,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.39,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.40,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.41,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.42,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.43,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.44,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.45,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.46,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.47,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.48,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.49,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.50,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.51,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.52,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.53,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.54,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.55,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.56,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.57,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.58,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.59,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.60,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.61,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.62,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.63,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.64,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.65,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.66,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.67,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.68,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.69,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.70,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.71,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.72,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.73,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.74,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.75,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.76,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.77,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.78,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.79,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.80,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.81,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.82,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.83,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.84,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.85,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.86,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.87,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.88,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.89,B.1.1.315,1.0,2021-02-21,passed_qc,
_ERR4869497.90,B.1.1.315,1.0,2021-02-21,passed_qc,
