taxon,lineage,probability,pangoLEARN_version,status,note
_SRR13021097.0,A.1,1.0,2021-02-21,passed_qc,
_SRR13021097.19,A,1.0,2021-02-21,passed_qc,
_SRR13021097.36,A,1.0,2021-02-21,passed_qc,
_SRR13021097.39,A,1.0,2021-02-21,passed_qc,
_SRR13021097.40,A.16,1.0,2021-02-21,passed_qc,
_SRR13021097.48,A,1.0,2021-02-21,passed_qc,
_SRR13021097.79,A,1.0,2021-02-21,passed_qc,
_SRR13021097.95,A,1.0,2021-02-21,passed_qc,
_SRR13021097.115,A,1.0,2021-02-21,passed_qc,
_SRR13021097.139,A,1.0,2021-02-21,passed_qc,
_SRR13021097.143,A,1.0,2021-02-21,passed_qc,
_SRR13021097.151,A,1.0,2021-02-21,passed_qc,
_SRR13021097.154,A,1.0,2021-02-21,passed_qc,
_SRR13021097.155,A,1.0,2021-02-21,passed_qc,
_SRR13021097.157,A,1.0,2021-02-21,passed_qc,
_SRR13021097.166,A,1.0,2021-02-21,passed_qc,
_SRR13021097.203,A,1.0,2021-02-21,passed_qc,
_SRR13021097.236,A,1.0,2021-02-21,passed_qc,
_SRR13021097.239,A,1.0,2021-02-21,passed_qc,
_SRR13021097.242,A,1.0,2021-02-21,passed_qc,
_SRR13021097.245,A,1.0,2021-02-21,passed_qc,
_SRR13021097.246,A,1.0,2021-02-21,passed_qc,
_SRR13021097.247,A,1.0,2021-02-21,passed_qc,
_SRR13021097.254,A,1.0,2021-02-21,passed_qc,
_SRR13021097.261,A,1.0,2021-02-21,passed_qc,
_SRR13021097.283,A,1.0,2021-02-21,passed_qc,
_SRR13021097.293,B,1.0,2021-02-21,passed_qc,
_SRR13021097.299,A,1.0,2021-02-21,passed_qc,
_SRR13021097.313,A,1.0,2021-02-21,passed_qc,
_SRR13021097.319,A,1.0,2021-02-21,passed_qc,
_SRR13021097.342,A,1.0,2021-02-21,passed_qc,
_SRR13021097.348,A,1.0,2021-02-21,passed_qc,
_SRR13021097.388,A,1.0,2021-02-21,passed_qc,
_SRR13021097.395,A,1.0,2021-02-21,passed_qc,
_SRR13021097.397,A,1.0,2021-02-21,passed_qc,
_SRR13021097.471,A,1.0,2021-02-21,passed_qc,
_SRR13021097.492,A,1.0,2021-02-21,passed_qc,
_SRR13021097.497,A,1.0,2021-02-21,passed_qc,
_SRR13021097.502,A,1.0,2021-02-21,passed_qc,
