taxon,lineage,probability,pangoLEARN_version,status,note
_ERR5062648.0,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.1,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.2,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.3,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.4,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.5,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.6,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.7,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.8,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.9,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.10,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.11,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.12,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.13,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.14,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.15,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.16,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.17,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.18,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.19,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.20,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.21,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.22,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.23,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.24,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.25,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.26,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.27,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.28,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.29,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.30,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.31,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.32,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.33,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.34,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.35,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.36,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.37,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.38,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.39,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.40,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.41,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.42,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.43,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.44,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.45,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.46,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.47,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.48,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.49,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.50,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.51,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.52,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.53,B.1.177.4,1.0,2021-02-21,passed_qc,
_ERR5062648.54,B.1.177.4,1.0,2021-02-21,passed_qc,
