taxon,lineage,probability,pangoLEARN_version,status,note
_ERR4893197.0,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.1,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.2,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.3,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.4,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.5,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.6,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.7,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.8,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.9,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.10,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.11,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.12,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.13,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.14,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.15,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.16,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.17,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.18,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.19,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.20,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.21,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.22,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.23,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.24,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.25,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.26,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.27,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.28,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.29,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.30,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.31,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.32,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.33,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.34,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.35,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.36,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.37,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.38,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.39,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.40,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.41,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.42,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.43,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.44,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.45,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.46,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.47,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.48,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.49,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.50,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.51,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.52,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.53,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.54,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.55,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.56,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.57,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.58,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.59,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.60,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.61,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.62,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.63,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.64,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.65,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.66,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.67,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.68,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.69,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.70,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.71,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.72,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.73,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.74,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.75,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.76,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.77,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.78,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.79,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.80,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.81,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.82,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.83,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.84,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.85,B.1.177.18,1.0,2021-02-21,passed_qc,
_ERR4893197.86,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.87,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.88,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.89,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.90,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.91,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.92,B.1.177,1.0,2021-02-21,passed_qc,
_ERR4893197.93,B.1.177,1.0,2021-02-21,passed_qc,
