taxon,lineage,probability,pangoLEARN_version,status,note
_ERR4667618.1,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.2,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.3,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.4,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4667618.5,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.6,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.7,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.8,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.9,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.10,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.11,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.12,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.13,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.14,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.15,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.16,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.17,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.18,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.19,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.20,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.21,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.22,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.23,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.24,B.1.1.35,0.75,2020-10-30,passed_qc,
_ERR4667618.25,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.26,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.27,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.28,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.29,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.30,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.31,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.32,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.33,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.34,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.35,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.36,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.37,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.38,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.39,B.1.1.67,1.0,2020-10-30,passed_qc,
_ERR4667618.40,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.41,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.42,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.43,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.44,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4667618.45,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.46,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.47,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.48,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.49,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4667618.50,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4667618.51,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.52,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.53,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4667618.54,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.55,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.56,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.57,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.58,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.59,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.60,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.61,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.62,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.63,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.64,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.65,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.66,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.67,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.68,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.69,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.70,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.71,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.72,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.73,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.74,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.75,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.76,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.77,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.78,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.79,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.80,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.81,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.82,B.1.1.53,0.5,2020-10-30,passed_qc,
_ERR4667618.83,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.84,D.1,1.0,2020-10-30,passed_qc,
_ERR4667618.85,B.1.1.14,0.94,2020-10-30,passed_qc,
_ERR4667618.86,D.1,1.0,2020-10-30,passed_qc,
