taxon,lineage,probability,pangoLEARN_version,status,note
_SRR13021032.0,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021032.1,B,1.0,2021-02-21,passed_qc,
_SRR13021032.2,A,1.0,2021-02-21,passed_qc,
_SRR13021032.3,A.2,1.0,2021-02-21,passed_qc,
_SRR13021032.6,A,1.0,2021-02-21,passed_qc,
_SRR13021032.8,A,1.0,2021-02-21,passed_qc,
_SRR13021032.9,B.3,1.0,2021-02-21,passed_qc,
_SRR13021032.10,A,1.0,2021-02-21,passed_qc,
_SRR13021032.11,A.2,1.0,2021-02-21,passed_qc,
_SRR13021032.12,B,1.0,2021-02-21,passed_qc,
_SRR13021032.13,B,1.0,2021-02-21,passed_qc,
_SRR13021032.15,A,1.0,2021-02-21,passed_qc,
_SRR13021032.16,B.1,1.0,2021-02-21,passed_qc,
_SRR13021032.17,B,1.0,2021-02-21,passed_qc,
_SRR13021032.18,B,1.0,2021-02-21,passed_qc,
_SRR13021032.19,A,1.0,2021-02-21,passed_qc,
_SRR13021032.20,B,1.0,2021-02-21,passed_qc,
_SRR13021032.21,B,1.0,2021-02-21,passed_qc,
_SRR13021032.22,A.5,1.0,2021-02-21,passed_qc,
_SRR13021032.25,A.2,1.0,2021-02-21,passed_qc,
_SRR13021032.26,A.2,1.0,2021-02-21,passed_qc,
_SRR13021032.28,A,1.0,2021-02-21,passed_qc,
_SRR13021032.29,A,1.0,2021-02-21,passed_qc,
_SRR13021032.30,A.3,1.0,2021-02-21,passed_qc,
_SRR13021032.31,A,1.0,2021-02-21,passed_qc,
_SRR13021032.32,A.3,1.0,2021-02-21,passed_qc,
_SRR13021032.33,B,1.0,2021-02-21,passed_qc,
_SRR13021032.37,A,1.0,2021-02-21,passed_qc,
_SRR13021032.38,A,1.0,2021-02-21,passed_qc,
_SRR13021032.39,B,1.0,2021-02-21,passed_qc,
_SRR13021032.40,B,1.0,2021-02-21,passed_qc,
_SRR13021032.41,A,1.0,2021-02-21,passed_qc,
_SRR13021032.44,A,1.0,2021-02-21,passed_qc,
_SRR13021032.45,A.5,1.0,2021-02-21,passed_qc,
_SRR13021032.47,A,1.0,2021-02-21,passed_qc,
_SRR13021032.49,A,1.0,2021-02-21,passed_qc,
_SRR13021032.51,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021032.53,A,1.0,2021-02-21,passed_qc,
_SRR13021032.55,A.2,1.0,2021-02-21,passed_qc,
_SRR13021032.59,A.5,1.0,2021-02-21,passed_qc,
_SRR13021032.60,B.3,1.0,2021-02-21,passed_qc,
_SRR13021032.61,B,1.0,2021-02-21,passed_qc,
_SRR13021032.62,A,1.0,2021-02-21,passed_qc,
_SRR13021032.63,A.2,1.0,2021-02-21,passed_qc,
_SRR13021032.65,A,1.0,2021-02-21,passed_qc,
_SRR13021032.66,A.1,1.0,2021-02-21,passed_qc,
_SRR13021032.67,B,1.0,2021-02-21,passed_qc,
_SRR13021032.68,A,1.0,2021-02-21,passed_qc,
_SRR13021032.69,B,1.0,2021-02-21,passed_qc,
_SRR13021032.70,A,1.0,2021-02-21,passed_qc,
_SRR13021032.71,A,1.0,2021-02-21,passed_qc,
_SRR13021032.72,A,1.0,2021-02-21,passed_qc,
_SRR13021032.75,A,1.0,2021-02-21,passed_qc,
_SRR13021032.76,A.2,1.0,2021-02-21,passed_qc,
_SRR13021032.77,A,1.0,2021-02-21,passed_qc,
_SRR13021032.81,A,1.0,2021-02-21,passed_qc,
_SRR13021032.82,A,1.0,2021-02-21,passed_qc,
_SRR13021032.83,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021032.84,B,1.0,2021-02-21,passed_qc,
_SRR13021032.85,B,1.0,2021-02-21,passed_qc,
_SRR13021032.88,A,1.0,2021-02-21,passed_qc,
_SRR13021032.90,A.2,1.0,2021-02-21,passed_qc,
_SRR13021032.91,A.5,1.0,2021-02-21,passed_qc,
