taxon,lineage,probability,pangoLEARN_version,status,note
_SRR13021033.0,B.1,1.0,2021-02-21,passed_qc,
_SRR13021033.47,A,1.0,2021-02-21,passed_qc,
_SRR13021033.75,A,1.0,2021-02-21,passed_qc,
_SRR13021033.162,A,1.0,2021-02-21,passed_qc,
_SRR13021033.181,B,1.0,2021-02-21,passed_qc,
_SRR13021033.300,A,1.0,2021-02-21,passed_qc,
_SRR13021033.344,A,1.0,2021-02-21,passed_qc,
_SRR13021033.681,B,1.0,2021-02-21,passed_qc,
_SRR13021033.749,A,1.0,2021-02-21,passed_qc,
_SRR13021033.811,A,1.0,2021-02-21,passed_qc,
_SRR13021033.833,B,1.0,2021-02-21,passed_qc,
_SRR13021033.877,A,1.0,2021-02-21,passed_qc,
_SRR13021033.1001,B.1,1.0,2021-02-21,passed_qc,
_SRR13021033.15,B,1.0,2021-02-21,passed_qc,
_SRR13021033.47,A,1.0,2021-02-21,passed_qc,
_SRR13021033.194,A,1.0,2021-02-21,passed_qc,
_SRR13021033.199,A,1.0,2021-02-21,passed_qc,
_SRR13021033.209,B,1.0,2021-02-21,passed_qc,
_SRR13021033.227,A,1.0,2021-02-21,passed_qc,
_SRR13021033.268,B,1.0,2021-02-21,passed_qc,
_SRR13021033.302,A,1.0,2021-02-21,passed_qc,
_SRR13021033.344,A,1.0,2021-02-21,passed_qc,
_SRR13021033.505,A,1.0,2021-02-21,passed_qc,
_SRR13021033.590,A,1.0,2021-02-21,passed_qc,
_SRR13021033.638,A,1.0,2021-02-21,passed_qc,
_SRR13021033.654,A,1.0,2021-02-21,passed_qc,
_SRR13021033.682,A,1.0,2021-02-21,passed_qc,
_SRR13021033.691,A,1.0,2021-02-21,passed_qc,
_SRR13021033.780,A,1.0,2021-02-21,passed_qc,
_SRR13021033.885,A,1.0,2021-02-21,passed_qc,
_SRR13021033.7,A,1.0,2021-02-21,passed_qc,
_SRR13021033.120,A,1.0,2021-02-21,passed_qc,
_SRR13021033.180,A,1.0,2021-02-21,passed_qc,
_SRR13021033.270,A,1.0,2021-02-21,passed_qc,
_SRR13021033.291,A,1.0,2021-02-21,passed_qc,
_SRR13021033.332,A,1.0,2021-02-21,passed_qc,
_SRR13021033.435,A,1.0,2021-02-21,passed_qc,
_SRR13021033.555,B,1.0,2021-02-21,passed_qc,
_SRR13021033.598,A,1.0,2021-02-21,passed_qc,
_SRR13021033.699,A,1.0,2021-02-21,passed_qc,
_SRR13021033.812,B,1.0,2021-02-21,passed_qc,
_SRR13021033.833,A,1.0,2021-02-21,passed_qc,
_SRR13021033.128,A,1.0,2021-02-21,passed_qc,
_SRR13021033.150,A,1.0,2021-02-21,passed_qc,
_SRR13021033.157,B,1.0,2021-02-21,passed_qc,
_SRR13021033.248,A,1.0,2021-02-21,passed_qc,
_SRR13021033.302,A,1.0,2021-02-21,passed_qc,
_SRR13021033.337,A.16,1.0,2021-02-21,passed_qc,
_SRR13021033.366,B.1,1.0,2021-02-21,passed_qc,
_SRR13021033.394,A,1.0,2021-02-21,passed_qc,
_SRR13021033.399,A,1.0,2021-02-21,passed_qc,
_SRR13021033.456,A,1.0,2021-02-21,passed_qc,
_SRR13021033.589,A,1.0,2021-02-21,passed_qc,
_SRR13021033.609,B,1.0,2021-02-21,passed_qc,
_SRR13021033.659,A,1.0,2021-02-21,passed_qc,
_SRR13021033.740,A,1.0,2021-02-21,passed_qc,
_SRR13021033.52,A,1.0,2021-02-21,passed_qc,
_SRR13021033.63,A,1.0,2021-02-21,passed_qc,
_SRR13021033.80,B,1.0,2021-02-21,passed_qc,
_SRR13021033.136,A,1.0,2021-02-21,passed_qc,
_SRR13021033.192,A,1.0,2021-02-21,passed_qc,
_SRR13021033.221,A,1.0,2021-02-21,passed_qc,
_SRR13021033.240,A,1.0,2021-02-21,passed_qc,
_SRR13021033.349,A,1.0,2021-02-21,passed_qc,
_SRR13021033.414,B,1.0,2021-02-21,passed_qc,
_SRR13021033.419,A,1.0,2021-02-21,passed_qc,
_SRR13021033.424,A,1.0,2021-02-21,passed_qc,
_SRR13021033.444,A,1.0,2021-02-21,passed_qc,
_SRR13021033.459,A,1.0,2021-02-21,passed_qc,
_SRR13021033.485,A,1.0,2021-02-21,passed_qc,
_SRR13021033.500,A,1.0,2021-02-21,passed_qc,
_SRR13021033.549,A,1.0,2021-02-21,passed_qc,
_SRR13021033.553,A,1.0,2021-02-21,passed_qc,
_SRR13021033.581,A,1.0,2021-02-21,passed_qc,
_SRR13021033.594,A,1.0,2021-02-21,passed_qc,
_SRR13021033.636,A,1.0,2021-02-21,passed_qc,
_SRR13021033.810,A,1.0,2021-02-21,passed_qc,
_SRR13021033.930,A,1.0,2021-02-21,passed_qc,
_SRR13021033.932,A,1.0,2021-02-21,passed_qc,
_SRR13021033.958,A,1.0,2021-02-21,passed_qc,
_SRR13021033.990,B.1,1.0,2021-02-21,passed_qc,
